"INDICATOR","Indicator","FAM_TYPE","Family type","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,14996.421112,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,15196.498134,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,0,,
"022","Married or head of family tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,0,,
"023","Dependent children tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,0,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,9175.248,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,9332.6115,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,9646.165391,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,9607.8735,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,9628.58732,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,9822.906,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,10044.950743,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,10558.056,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,10719.841164,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,10225.725,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,10205.766412,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,10534.9005,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,10650.041218,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,10747.854714,,
"024","Deduction for social security contributions and income taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,10927.26428,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,2244.0897,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,2275.290495,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,2349.713068,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,2341.83528,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,2357.664412,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,2397.64158,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,2409.541742,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,2513.3625,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,2541.361333,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,2441.8125,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,2434.435496,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,2508.2937,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,2519.731823,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,2548.566398,,
"025","Work-related expenses tax allowance","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,2569.233853,,
